Institution,Scam_Vector,Misinfo_Type,Core_Claim,Original_Tweet,Tweet_URL,Image_Text,Image_URL
Government of India,WhatsApp,Policy Change Misinformation,"A message falsely claims that the Finance Act 2025 will withdraw post-retirement benefits, including DA hikes and Pay Commission benefits, for retired government employees.", Will retired Govt employees stop getting DA hikes & Pay Commission benefits under the Finance Act 2025  A message circulating on #WhatsApp claims that the Central Government has withdrawn post-retirement benefits like DA hikes and Pay Commission revisions for retired,https://x.com/PIBFactCheck/status/1988887470436716774,"No Change in Post-Retirement Benefits for Retired Govt EmployeesForwarded many timesRetired Government employees will no longer receive DA hikes & Pay Commission benefits under the Finance Act 2025.In a major policy change affecting lakhs of pensioners, the government has passed the Finance Act 2025, which will withdraw crucial post-retirement benefits of retired government employees, according to a Lokmat report.As per the new rules, pensioners will no longer be eligible for Dearness Allowance (DA) hikes or future Pay Commission benefits, including those from the upcoming 8th Pay Commission.The Finance Act 2025 states that the government will not be responsible for maintaining the financial benefits of retired employees. This means that Pay Commission benefits and DA hikes will not apply to those who have already retired.The decision has sparked significant concerns among retired government employees and their associations. Critics argue that the new rules effectively nullify the protections guaranteed by a 1982 Supreme Court judgment, which mandated that pensioners be treated equally, regardless of their retirement date.The judgment had ensured that pensioners would receive a pension equal to 50% of their last drawn salary, along with other benefits. However, the Finance Act 2025 overrides this framework, stating that the government will independently decide on revising pensions or allowances, and any increases will only apply prospectively without any arrears.What does this mean for retired government employees?Currently, pensions are governed by the Pension Act of 1972, under which many retired employees receive benefits. However, this Act may not apply to all categories of pensioners, and the issue has been taken to the courts in the past.The policy change has raised significant concerns among retired government employees and their associations, who argue that the new rules will adversely affect their financial security.Call to Action:The author, Sri.C.Rama Raju, a retired MEO, urges retired employees to be vigilant and take collective action to protect their rights. He requests that this message be shared widely among retired employees.@PIBFactCheck @PIBFactCheck @PIBFactCheck t.me/PIB_FactCheck",https://pbs.twimg.com/media/G5nyGU4acAE1c4Z?format=jpg&name=small
RBI,Other,Fake Scheme,The Reserve Bank of India (RBI) is going to issue new ₹5000 currency notes.," Stay Alert   Claims are being made on social media that the Reserve Bank of India will issue new ₹5000 notes  #PIBFactCheck   This claim is #fake   No such decision has been taken by  @RBI    For official financial information, visit the website  https:// rbi.org.in",https://x.com/PIBFactCheck/status/1992922330625101995,"Sanjay sharma @news7tvtoday 5000 New Note: पांच हजार रुपये का नया नोट होने वाला जारी; RBI ने दी ये जानकारी 5000 New Note: आरबीआई जल्द पांच हजार रुपये के नए नोट जारी करने वाला है. इस खबर के बारे में जब से जानकारी मिली है, तब से लोगों के बीच चर्चाएं बढ़ गई हैं. भारतीय रिज़र्व बैंक पांच हजार रुपये RESERVE BANK OF INDIA GUARANTEED BY THE CENTRAL GOVERNMENT I PROMISE TO PAY THE BEARER THE SUM OF FIVE THOUSAND RUPEES GOVERNOR 4KT 836571 ₹5000 MAHATMA GANDHI भारत ₹५०००",https://pbs.twimg.com/media/G6hHv0vbcAA075p?format=png&name=small
RBI,Voicemail,Account Block,"A voicemail, allegedly from RBI, claims that the recipient's bank accounts will be blocked in two hours due to fraudulent credit card activity.","Have you received a voicemail, allegedly from the Reserve Bank of India ( @RBI ), claiming that your bank account will be blocked as your credit card has been involved in fraudulent activity  #PIBFactCheck  Beware! This is a scam   If you suspect any central",https://x.com/PIBFactCheck/status/1991099882023829965,"Transcription""All bank accounts in your name will be blocked in next two hours for more information. Please press nine. Namaste, yeah, Bharti reserve bank Your credit card has been involved in fraudulent activity. All bank accounts in your name will be blocked in next two hours for more information. Please press nine. Your credit card has been involved in fraudulent activity. All bank accounts in your name will be blocked in next two hours for more information. Please press nine. Your credit card, Dhori, Hamari Aapke naam Ke agle do Ghanta me block kar diye jayenge. Adhik jankari ke liye kripaya",https://pbs.twimg.com/media/G6HN4iVboAE3rUi?format=jpg&name=small
Central Government,WhatsApp,Fake Scheme,Retired Government employees will no longer receive DA hikes & Pay Commission benefits under the Finance Act 2025., Will retired Govt employees stop getting DA hikes & Pay Commission benefits under the Finance Act 2025  A message circulating on #WhatsApp claims that the Central Government has withdrawn post-retirement benefits like DA hikes and Pay Commission revisions for retired,https://x.com/PIBFactCheck/status/1999790419731714428,"No Change in Post-Retirement Benefits for Retired Govt Employees Forwarded many times Retired Government employees will no longer receive DA hikes & Pay Commission benefits under the Finance Act 2025. In a major policy change affecting lakhs of pensioners, the government has passed the Finance Act 2025, which will withdraw crucial post-retirement benefits of retired government employees, according to a Lokmat report. As per the new rules, pensioners will no longer be eligible for Dearness Allowance (DA) hikes or future Pay Commission benefits, including those from the upcoming 8th Pay Commission. The Finance Act 2025 states that the government will not be responsible for maintaining the financial benefits of retired employees. This means that Pay Commission benefits and DA hikes will not apply to those who have already retired. The decision has sparked significant concerns among retired government employees and their associations. Critics argue that the new rules effectively nullify the protections guaranteed by a 1982 Supreme Court judgment, which mandated that pensioners be treated equally, regardless of their retirement date. The judgment had ensured that pensioners would receive a pension equal to 50% of their last drawn salary, along with other benefits. However, the Finance Act 2025 overrides this framework, stating that the government will independently decide on revising pensions or allowances, and any increases will only apply prospectively without any arrears. What does this mean for retired government employees? Currently, pensions are governed by the Pension Act of 1972, under which many retired employees receive benefits. However, this Act may not apply to all categories of pensioners, and the issue has been taken to the courts in the past. The policy change has raised significant concerns among retired government employees and their associations, who argue that the new rules will adversely affect their financial security. Call to Action: The author, Sri.C.Rama Raju, a retired MEO, urges retired employees to be vigilant and take collective action to protect their rights. He requests that this message be shared widely among retired employees. 10:16",https://pbs.twimg.com/media/G8CuAO5aMAA_bmK?format=jpg&name=small
Ministry of Finance,WhatsApp,Fake Scheme,"The Ministry of Finance is giving ₹46,715 to every citizen of India to alleviate the financial crisis.","Just click on the link & share your personal info to get ₹46,715 from the Govt   Sounds too good to be true? Think again!   A #WhatsApp message claims that the Ministry of Finance is offering financial aid of ₹46,715 to the poor.   #PIBFactCheck   This is a SCAM! ",https://x.com/PIBFactCheck/status/2008132067742380044,"वित्त मंत्रालय MINISTRY OF FINANCE सत्यमेव जयते After taking into consideration the financial crisis experienced by the Indian people, the Ministry of Finance decided to give every citizen an amount of (₹46715) to reduce the severity of the crisis Register for support",https://pbs.twimg.com/media/G95RYLWaoAEFf-d?format=jpg&name=small
India Post,Website,Fake Scheme,India Post is celebrating its 170th Anniversary by offering free gifts through a lucky draw or questionnaire.,A #fake lucky draw is luring people into providing their personal information by offering free gifts in the name of  @IndiaPostOffice   #PIBFactCheck  It is a #Scam & is not related to India Post  Be cautious! Refrain from clicking on such suspicious links,https://x.com/PIBFactCheck/status/2003056690271605016,"Congratulations! India Post - 170th Anniversary Gifts. Through the questionnaire, you will have a chance to get amazing FREE Gifts. भारतीय डाक India Post Congratulations!! India Post 170th Anniversary Celebration, Everyone have chance to win amazing gifts. Click ""Continue"" to claim reward. CONTINUE. India Post? YES NO.",https://pbs.twimg.com/media/G8xJMRnacAA0kYp?format=jpg&name=small
SBI,WhatsApp,Fake Scheme,The scam falsely claims that the recipient has SBI NetBanking Reward Points worth Rs 9980.00 that are expiring today and can be redeemed by installing a specific app and depositing cash into their account.,Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  Beware   #PIBFactCheck    @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links,https://x.com/PIBFactCheck/status/2004888112846307655,"Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI SBI REWARD27..apk 1.7 MB • APK",https://pbs.twimg.com/media/G9LLHJcaQAAnENc?format=jpg&name=small
Income Tax,Instagram,Tax Fraud,The government has imposed an 85% tax on bank transactions exceeding ₹10 lakh.,"इंस्टाग्राम अकाउंट ‘manjju.choudhary’ द्वारा एक #Instagram रील के माध्यम से यह दावा किया जा रहा है कि सरकार ने ₹10 लाख से अधिक के बैंक लेन-देन पर “85% टैक्स” लगा दिया है   #PIBFactCheck:  यह दावा #फर्जी है   आयकर  (Income Tax) केवल आय पर लगाया जाता है, लेन-देन",https://x.com/PIBFactCheck/status/2006678290853986677,₹10 लाख से अधिक के बैंक ट्रांजेक्शन पर 85% टैक्स,https://pbs.twimg.com/media/G9knh2BbAAAMeBX.jpg
RBI,Other,Fake Scheme,RBI will stop ₹500 notes from ATMs by March 2026.,RBI to stop ₹500 notes from ATMs by March 2026  Some social media posts claim that the Reserve Bank of India will discontinue the circulation of ₹500 notes by March 2026.  #PIBFactCheck:  This claim is #fake!    @RBI  has made NO such announcement.   ₹500 notes have,https://x.com/PIBFactCheck/status/2007021671887294491,भारतीय रिज़र्व बैंक RESERVE BANK OF INDIA RBI TO STOP ₹500 NOTES FROM ATMS BY MARCH 2026 !,https://pbs.twimg.com/media/G9pfaila8AA-pgK?format=jpg&name=small
SBI,WhatsApp,Account Block,An SBI YONO account will be blocked if the user does not update their Aadhaar number by downloading and installing a fake SBI Aadhaar update APK.,"Is it true that your SBI YONO app will be blocked if you don’t update your Aadhaar  A message circulating on social media in the name of SBI claims that users must download and install an APK file to update their Aadhaar. It further claims that if Aadhaar is not updated, the",https://x.com/PIBFactCheck/status/2011748717641285701,"URGENT ANNOUNCEMENT! Dear SBI customer, This is to inform you that Your SBI YONO Account will be Blocked Tonight due to AADHAR no. is not updated in your Account. We regret the inconvenience caused and request you to please install our official SBI Aadhar update apk and kindly update your AADHAR and proceed your further KYC immediately. Thank you Warm regards, SBI bank. SBI KYC AADHAR UPDATE 3.9 MB | APK",https://pbs.twimg.com/media/G-sqxyzb0AAoUcY?format=jpg&name=small
Union Finance Minister,Website,Fake Scheme,"An investment project endorsed by the Union Finance Minister claims to turn Rs 21,000 into Rs 2,000,000 in 3 days.","A Facebook advertisement claims that Union Finance Minister Nirmala Sitharaman is promoting an investment project offering returns of ₹20 lakh in 3 days on an investment of ₹21,000.  #PIBFactCheck   This advertisement is #Fake.   The Union Finance Minister or the Government",https://x.com/PIBFactCheck/status/2018282816107323455,"NSW Koori Knockout Ad THIS IS A HUGE OPPORTUNITY FOR ALL INDIANS TURN Rs 21,000 INTO 2,000,000 IN 3DAYS WITH THE N PROJECT",https://pbs.twimg.com/media/HAJhhe9akAAoVsk?format=jpg&name=small
Mudra,Other,Loan Fraud,"The letter falsely claims to approve a personal loan of ""7,00,000 under the Pradhan Mantri Mudra Yojana, contingent on an upfront payment of 
860 as agreement charges.","An approval letter claims to grant a loan of ₹7,00,000/- under PM Mudra Yojana on payment of ₹860/- as agreement charges.  #PIBFactCheck  This letter is #Fake   Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals.   MUDRA refinances all",https://x.com/PIBFactCheck/status/2015372341430387012,"HEAD OFFICE PRADHANMANTRI MUDRA LOAN YOJNA GOVERNMENT LOAN.... BANDRA KURLA COMPLEX Mumbai, Maharashtra-400051 Mail Id - info@mudrafinance.com Website - www.mudrafinance.com DATE - Mr/Mrs - SUNIL MADHAVRAO JADHAV APPROVAL LETTER Subject: APPROVAL FOR PERSONAL LOAN Application No: MLFMUD09594 REG YOUR LOAN REGISTRATION NUMBER PM/FCIA/898/114F Dear Customer, We are glad to inform you that your loan Registration Number ""PM/FCIA/898/114F"" with Rate of Interest 3% (Yearly) 40% in PRADHAN MANTRI MUDRA YOJANA us on Pan card no:- BFRPJ0467K and Aadhar No:- 7647 3664 9535 is now SANCTIONED/APPROVED based on your analy, employment, income and asset's information that you provided to us. We believe that you would qualify for the following. APPLICANT NAME | LOAN AMOUNT | INTEREST | TERM | EMI SUNIL MADHAVRAO JADHAV | 7,00,000/-L | 3%(Yearly) | 60(Mon) | 12,578.00 MOB:-+91 8600817434 | (LAKH/CRORE) | (PERCENTAGE) | 60(MON) | (PER MONTH) THE LOAN AMOUNT WILL BE TRANSFERED IN YOUR ACCOUNT A/C:- 25016128479 AND IFSC CODE:- MAHB0000167 HALF AN HOURS WORKING, BEFORE PAYING THE AMOUNT FOR MUDRA FINANCE GOVERNMENT LIMITED AS YOUR LOAN SECURITY, ONLY AGREEMENT CHARGERS 860 Rs/ IN COMPANY OR CODE IN PRADHAN MANTRI MUDRA LOAN FINANCE COMPANY. ALL WILL BE PAID AS PER YOUR RELATIONSHIP MANAGER GUIDANCE.IT'S OUR PLEASURE TO SERVE YOU AS A MUDRA FINANCE GOVERNMENT LIMITED.WE ARE HERE TO HELP YOU ACHIEVE YOUR FINANCIAL GOALS AND DREAMS AS WELL. IF YOU HAVE ANY SUGGESTION BY WHICH WE COULD EXTEND BETTER SERVICES, PLEASE FEEL FREE TO CONTACT US. Note:- Cash Deposit Not Accepted By Company (Online Transaction Needed For IMPS/NEFT/RTGS/ Mobile Banking/ Net Banking Your Bank Account/Transaction Verification). APPROVED M.D.",https://pbs.twimg.com/media/G_gKK-DaEAE7kuZ?format=jpg&name=small
"Union Finance Minister, Government of India, ICICI Bank",Other,Fake Scheme,"An investment project endorsed by the Union Finance Minister and approved by ICICI Bank and the Government of India promises monthly returns of over ₹10 lakh for a minimum investment of ₹22,000.","An Instagram advertisement claims that Union Finance Minister Nirmala Sitharaman is promoting an investment project offering returns of ₹10 lakh per month on an investment of ₹22,000.  #PIBFactCheck   The advertisement is #FAKE.   The Union Finance Minister  @nsitharaman  or",https://x.com/PIBFactCheck/status/2030157563350897064,"Harlequin'z Tristan Alexis Ad APPROVED सत्यमेव जयते GOVERNMENT OF INDIA ICICI Bank MINIMUM IVESTERMENT ₹ 22,000 TODAY'S EARNINGS ₹ 103,647 MONTHLY EARNINGS ₹ 1,085,948 PAYMENT METHOD understand from the REGISTER NOW",https://pbs.twimg.com/media/HCyRDZNaIAAjV65?format=jpg&name=small
RBI,Other,Fake Scheme,"A letter purportedly from RBI claims to offer ₹34,00,000 for old coins, requiring an advance payment of ₹700 as form charge and ₹12,250 as delivery fee.","A letter circulating in the name of the Reserve Bank of India claims to offer ₹34,00,000 in exchange for old coins and asks for ₹700 as form charge and ₹12,150 as delivery fee.  #PIBFactCheck:   This letter is #fake    It is a #SCAM & not related to  @RBI .   Beware! RBI",https://x.com/PIBFactCheck/status/2027308941441466392,"भारतीय रिज़र्व बैंक RESERVE BANK OF INDIA www.rbi.org.in Government all India permission 24 hours EXPRESS DELIVERY GOVERNOR LETTER OF TRANSMITT. (1) income tax department office form charge...Rs. 700 (2) delivery Male permission charge...Rs. 12250 (3) Shri Ratan P. Watal customer Name.. (4) Finance Secretary. (5) Department of Expenditure (6) Ministry of Finance (7) Government of India. (8) Mumbai Maharashtra Rondivali West shop number 3400000 2017-18 (9) Dear Shri Watal, 100%.. Government RBL all India (10) old coin cash on delivery Total Amount...Rs. 3400000 (11) In pursuance of the provisions of Section 38(2) of (12) Banking Regulation Act, 1949. T (12) have pleasure in transmitting (13) herewith two copies of the Report on Dend and Pr (14) Banking in India 2014-15. Mumbai Maharashtra....400067 (15) CUSTOMER AMOUNT TDS AND GST 1% 100% SECURED SPECIAL OFFER delivery final date....Delivery Date 25/2/2026/ (17) delivery payment prapt karne ka time...12:40:59.PM फोन :- 91 22 2266 2000 / 2266 1872 / 2266 2044 फैक्स :- 91 22 2266 1764 ई-मेल :- governor@rbi.org.in Central Office Building, Shahid Bhagat Singh Marg, Mumbai - 400 001 India Tel: +91 22 2266 2000/2266 1872/2266 2044 Fax: +91 22 2266 1764 Email: governor@rbi.org.in Home Delivery रिज़र्व बैंक",https://pbs.twimg.com/media/HCJyIDsaMAAx4w8?format=jpg&name=small
Mudra,Other,Loan Fraud,"A fake approval letter claims to grant a personal loan of ""7,00,000/- under the Pradhan Mantri Mudra Yojana, requiring a payment of 
860/- as agreement charges.","An approval letter claims to grant a loan of ₹7,00,000/- under PM Mudra Yojana on payment of ₹860/- as agreement charges.  #PIBFactCheck  This letter is #Fake   Refinancing Agency - MUDRA doesn't lend directly to micro-entrepreneurs/individuals.   MUDRA refinances all",https://x.com/PIBFactCheck/status/2029100786161205456,"(HEAD OFFICE) PRADHANMANTRI MUDRA LOAN YOJNA GOVERNMENT LOAN.... BANDRA KURLA COMPLEX Mumbai, Maharashtra-400051 Mail Id - info@mudrafinance.com Website - www.mudrafinance.com DATE - Mr/Mrs - SUNIL MADHAVRAO JADHAV APPROVAL LETTER Subject: APPROVAL FOR PERSONAL LOAN Application No: MLFMUD09594 REG YOUR LOAN REGISTRATION NUMBER PMU/FCIA/898/114F Dear Customer, We are glad to inform you that your loan Registration Number ""PMU/FCIA/898/114F"" with Rate of Interest 3% (Yearly) 40% in PRADHAN MANTRI MUDRA YOJANA us on Pan card no- BFRPJ2467K and Aadhar No- 7647 3664 9535 is now SANCTIONED/APPROVED based on your analy, employment, income and asset's information that you provided to us. We believe that you would qualify for the following. APPLICANT NAME SUNIL MADHAVRAO JADHAV LOAN AMOUNT 7,00,000/-L INTEREST 3%(Yearly) TERM 60(Month) EMI 12,578.00 MOB +91 8600817434 (LAKH/CRORE) (PERCENTAGE) (MONTH) (PER MONTH) THE LOAN AMOUNT WILL BE TRANSFERED IN YOUR ACCOUNT A/C- 25016128479 AND IFSC CODE- MAHB0000167 HALF AN HOURS WORKING, BEFORE PAYING THE AMOUNT FOR MUDRA FINANCE GOVERNMENT LIMITED AS YOUR LOAN SECURITY. ONLY AGREEMENT CHARGERS 860 Rs/- IN COMPANY OR CODE IN PRADHAN MANTRI MUDRA LOAN COMPANY. ALL WILL BE PAID AS PER YOUR RELATIONSHIP MANAGER GUIDANCE.IT'S OUR PLEASURE TO SERVE YOU AS A MUDRA FINANCE GOVERNMENT LIMITED CUSTOMER AND WE HOPE THAT YOU WILL CHOOSE US FOR YOUR FUTURE FINANCIAL NEEDS AS WELL. IF YOU HAVE ANY SUGGESTION BY WHICH WE COULD EXTEND BETTER SERVICES, PLEASE FEEL FREE TO CONTACT US. Note:- Cash Deposit Not Accepted By Company (Online Transaction Needed For IMPS/NEFT/RTGS/ Mobile Banking/ Net Banking Your Bank Account/Transaction Verification). (Signature) (Name) (Designation) President, Consumer Business APPROVED (M.D. Stamp) (QR Code)",https://pbs.twimg.com/media/HCjQaTwbUAAIjhB?format=jpg&name=small
Government of India / Finance Minister's Office,Website,Fake Scheme,"The Finance Minister, Nirmala Sitharaman, has endorsed an investment platform that uses revolutionary technology to help ordinary citizens earn over Rs 1,950,000 a month with government support.","Chance to earn over ₹1,950,000 a month with Government support  A website ' http:// spirelya.com' impersonating the  @timesofindia  claims that the Union Finance Minister  @nsitharaman  is promoting an Investment platform promising up to ₹1,950,000 a month on an investment of",https://x.com/PIBFactCheck/status/2025844985057419549,"Thrive Even in a Crisis! How Revolutionary Technology Will Allow You to Earn Over Rs 1,950,000 a Month with Government Support! TOI Business Desk / TIMESOFINDIA.COM / Updated: 22.02.2026, 01:40 IST The notable names contributing to the project are Narayana Murthy, Nirmala Sitharaman, and Sudha Murty. Imagine this: during these times of economic challenges, you can now receive high dividends directly into your account at 10:00 AM, without engaging in complex financial strategies or spending hours analyzing the market! What's more, you'll achieve this thanks to a powerful and unique platform leveraging cutting-edge artificial intelligence technologies. Incomes that seemed like a dream yesterday have become a reality for thousands of people in India today. Ordinary citizens are earning staggering profits using nothing but their phones.",https://pbs.twimg.com/media/HB0-sWbaIAA3qcC?format=jpg&name=small
Income Tax Department,Email,Tax Fraud,"An email, impersonating the Income Tax Department, claims the recipient's income for Assessment Year 2025-26 has been recomputed due to income escapement, resulting in a tax demand of ""8,38,700, and instructs them to click a link to view the assessment order.",An email is circulating online claiming to be issued by the Income Tax Department for Assessment Year 2025–26. The email further asks recipients to pay a tax demand and directs them to click a link to view an 'Assessment Order.'  #PIBFactCheck   The email and the Assessment,https://x.com/PIBFactCheck/status/2031318087304393033,"Official Notice 2858786 Assessment Order for AY 2025-26 - Income Escapement 50273 Inbox - FLA 1:21PM Not secure https://www.googlehguk.com Re: Assessment Order for AY 2025-26 (PAN: AADCB1234F) - Income Escapement / Penalty Proceedings 1. Based on information received and scrutiny proceedings u/s 143(2) read with section 143(3) of the Income Tax Act, 1961, your income for the Assessment Year 2025-26 is hereby recomputed as follows. 2. The Assessing Officer has made additions/disallowances in view of the provisions of the Act, after considering your submissions dated 10 February 2026. Details are provided below. ASSESSMENT FINDINGS & ADDITIONS (INR) Particulars --- Amount ("") Unexplained cash credit u/s 68 4,75,000 Disallowance u/s 37 (personal / capital nature) 1,22,500 Low withdrawal / business promotion expenses 2,10,000 Interest u/s 234B/234C (as on date) 31,200 Total demand (including surcharge & cess) 8,38,700 Note: Interest u/s 220(2) will be charged if not paid within 30 days. REQUIRED DOCUMENTS Please submit within 21 days from receipt of this notice VIEW ASSESSMENT ORDER & WORKINGS: government2.cyou 3. If you disagree with this assessment, you may file an appeal before the Commissioner of Income Tax (Appeals) within 30 days of receipt of this notice. In case no appeal is filed, the demand becomes recoverable as arrears of tax under section 222. Please bring to the attention of your finance personnel or tax consultant. sd/- (AMIT SHARMA), IRS Additional Commissioner of Income Tax (Range-12, New Delhi) Income Tax Department Officer Code: ACIT/R12/DL/1074 Digitally signed by Income Tax Department (e-proceeding) DSC ID: IN-ITBA-20260223-00A7B",https://pbs.twimg.com/media/HDCwZgMacAARzGr?format=jpg&name=small
SBI,WhatsApp,Fake Scheme,The scam claims that SBI NetBanking Reward Points worth Rs 9980.00 are expiring today and can be redeemed by installing a 'SBI REWARD App' via an APK file and claiming a cash deposit.,Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  Beware    #PIBFactCheck   @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links,https://x.com/PIBFactCheck/status/2025175969682915658,"Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI SBI REWARD27..apk 1.7 MB • APK",https://pbs.twimg.com/media/HBreetPbgAQThHM?format=jpg&name=small
India Post,Website,Fake Scheme,India Post is offering free gifts and running a lucky draw for its 170th Anniversary.,A #fake lucky draw is luring people into providing their personal information by offering free gifts in the name of  @IndiaPostOffice   #PIBFactCheck  It is a #Scam & is not related to India Post  Be cautious! Refrain from clicking on such suspicious links,https://x.com/PIBFactCheck/status/2038211570489315669,"Congratulations! India Post - 170th Anniversary Gifts. Through the questionnaire, you will have a chance to get amazing FREE Gifts. Congratulations!! India Post 170th Anniversary Celebration, Everyone have chance to win amazing gifts. Click ""Continue"" to claim reward. Do you know India Post? YES NO",https://pbs.twimg.com/media/HEkulAtaUAAOUMr?format=jpg&name=small
SBI,WhatsApp,Fake Scheme,The scam claims that SBI NetBanking Reward Points worth Rs 9980.00 are expiring today and can be redeemed by installing a 'SBI REWARD App' and claiming a cash deposit.,Did you also receive a message asking you to download & install an APK file to redeem SBI rewards  Beware    #PIBFactCheck   @TheOfficialSBI  NEVER sends links or APK files over SMS/WhatsApp  Never download unknown files or click on such links,https://x.com/PIBFactCheck/status/2036418604418342928,"Dear Value Customer, Your SBI NetBanking Reward Points (Rs 9980.00) will expire today! Now Redeem through SBI REWARD App Install & claim your reward by cash deposit in your account. Thankyou Team -SBI SBI REWARD27..apk 1.7 MB • APK",https://pbs.twimg.com/media/HELP4yQacAA_wP_?format=jpg&name=small
Indian Government,Other,Fake Scheme,"A digitally manipulated video falsely shows Finance Minister Nirmala Sitharaman promoting an investment platform that promises a daily income of ₹23,299 and a monthly income of ₹4.03 lakh for a deposit of ₹22,000."," Fake Investment Scam Using AI-Generated Video  A video circulating on social media falsely shows Union Finance Minister Nirmala Sitharaman promoting an investment platform and claiming returns of upto ₹22 lakh per month and ₹85,000 in a single day on an initial investment of",https://x.com/PIBFactCheck/status/2034512454282256421,"DEPOSIT ₹22,000 DAILY INCOME ₹23,299 MONTHLY INCOME ₹4.03 LAKH SPOTS LEFT: 75 Bank of Baroda REGISTER",https://pbs.twimg.com/media/HDwKVZObMAAkLHQ.jpg
SBI,WhatsApp,Account Block,"An SBI YONO account will be blocked if the Aadhaar number is not updated, requiring users to download and install a specific APK file for immediate KYC update.","Is it true that your SBI YONO app will be blocked if you don’t update your Aadhaar  A message circulating on social media in the name of SBI claims that users must download and install an APK file to update their Aadhaar. It further claims that if Aadhaar is not updated, the",https://x.com/PIBFactCheck/status/2035676188371464247,"URGENT ANNOUNCEMENT! Dear SBI customer, This is to inform you that Your SBI YONO Account will be Blocked Tonight due to AADHAR no. is not updated in your Account. We regret the inconvenience caused and request you to please install our official SBI Aadhaar update apk and kindly update your AADHAR and proceed your further KYC immediately. Thank you Warm regards, SBI bank. SBI KYC AADHAR UPDATE 3.9 MB | APK 3:24 PM This sender is not in your contacts, and you have no groups in common. Would you like to add or block them? Block Add",https://pbs.twimg.com/media/HEAssg-a0AAi24m?format=jpg&name=small
Bharat Petroleum,Other,Fake Scheme,A fake approval letter claims to offer an LPG gas dealership from Bharat Petroleum and demands a refundable fee for registration.,"An approval letter falsely claims to offer LPG gas dealership under the name of Bharat Petroleum ( @BPCLimited ), and is asking applicants to deposit a refundable fee into a specified bank account  #PIBFactCheck:   This claim is #FAKE   For authentic information regarding LPG",https://x.com/PIBFactCheck/status/2034216581849346514,"भारतगैस बनाइये खाना, परोसिये प्यार Petroleum & Natural Gas Survey Division GSTIN NO. : 27AAAC82902M1ZT ARN NO. : AAZ701179257367 Ref. No. : BPCL03211121426102025 Date: 26-11-2025 APPROVAL LETTER Applicant Name: Mr. JITENDRA SINGH S/D/W/O: Mr. JAGAN SINGH Subject: Proposed Retailers/Start new LPG Distributorship regarding at Location: KHASRA NO/PLOT NO 106/107 AGRA FATEHPUR SEKRI ROAD VIDHAPUR KIRAOLI AGRA UTTAR PRADESH Category: OBC (GRAMIN VITRAK) Dear Sir/Madam, Congratulations! Based on the information submitted by you, we are pleased to inform you that you have pre-approved for Bharat Gas Distributors/Dealership. Your location has been approved by online base data, survey, area register and Noodle officer. If you really willing to become a gas agency distributor, kindly proceed for further procedure for registration. All documents submitted for KYC verification has been successfully verified and certified. Following documents has been submitted to our company : Aadhaar Card (UID) PAN Card Voter ID Card Bank Passbook and Three Months Bank Statement Passport Size Photograph Cast Certificate Qualification certificate Required Agency Name and Electricity Bill. Please Pay KYC Refundable fees online (As Per Digital India Camp) Company Name : Bharat Petroleum Corporation Ltd. Account No : 172401000066308 IFSC Code : IOBA0000089 Branch : Indian Overseas Bank Bandra (E) Mumbai (Maharashtra), 400051 Note: Cash deposit is not acceptable by company (Only for IMPS/NEFT/RTGS/NET BANKING). Transaction should be done either with thesame account or the same bank provided by you. Sushant kumar padhi वरिष्ठ क्षेत्रीय प्रबंधक एवं सीवीसीआईओ (एल.पी.जी) Shri Sanjay Khanna Chairman & Managing Director",https://pbs.twimg.com/media/HDr85eZbIAAk4Cx?format=jpg&name=small
